name	multiverseId
Cerulean Drake	466807
Cloudkin Seer	466808
Drawn from Dreams	466810
Flood of Tears	466813
Hard Cover	466817
Masterful Replication	466819
Moat Piranhas	466821
Mu Yanling, Sky Dancer	466822
Octoprophet	466824
Portal of Sanctuary	466825
Scholar of the Ages	466828
Spectral Sailor	466830
Tale's End	466831
Winged Words	466834
Yarok's Wavecrasher	466835
Agonizing Syphon	466837
Audacious Thief	466838
Blightbeetle	466841
Blood Burglar	466842
Blood for Bones	466843
Bloodsoaked Altar	466844
Bloodthirsty Aerialist	466845
Boneclad Necromancer	466847
Cavalier of Night	466848
Dread Presence	466850
Embodiment of Agonies	466852
Gorging Vulture	466856
Gruesome Scourger	466858
Knight of the Ebon Legion	466859
Legion's End	466860
Noxious Grasp	466864
Rotting Regisaur	466865
Scheming Symmetry	466867
Sorcerer of the Fang	466868
Sorin, Imperious Bloodlord	466869
Thought Distortion	466871
Unholy Indenture	466873
Vampire of the Dire Moon	466874
Vengeful Warchief	466875
Vilis, Broker of Blood	466876
Yarok's Fenlurker	466877
Cavalier of Flame	466879
Chandra, Acolyte of Flame	466880
Chandra, Awakened Inferno	466881
Chandra, Novice Pyromancer	466882
Chandra's Embercat	466883
Chandra's Regulator	466885
Daggersail Aeronaut	466887
Destructive Digger	466888
Drakuseth, Maw of Flames	466890
Flame Sweep	466893
Fry	466894
Glint-Horn Buccaneer	466895
Goblin Bird-Grabber	466896
Goblin Smuggler	466898
Infuriate	466899
Lavakin Brawler	466901
Leyline of Combustion	466902
Marauding Raptor	466904
Mask of Immolation	466905
Pack Mastiff	466906
Rapacious Dragon	466907
Reckless Air Strike	466908
Repeated Reverberation	466910
Scampering Scorcher	466912
Scorch Spitter	466913
Thunderkin Awakener	466916
Unchained Berserker	466918
Barkhide Troll	466919
Brightwood Tracker	466920
Cavalier of Thorns	466921
Elvish Reclaimer	466923
Ferocious Pup	466925
Gargos, Vicious Watcher	466926
Growth Cycle	466929
Healer of the Glade	466930
Howling Giant	466931
Leafkin Druid	466932
Leyline of Abundance	466933
Nightpack Ambusher	466939
Overgrowth Elemental	466941
Season of Growth	466945
Shared Summons	466947
Shifting Ceratops	466948
Silverback Shaman	466949
Thicket Crasher	466950
Veil of Summer	466952
Vivien, Arkbow Ranger	466953
Voracious Hydra	466954
Wakeroot Elemental	466956
Wolfrider's Saddle	466958
Woodland Champion	466959
Corpse Knight	466960
Corpse Knight	
Creeping Trailblazer	466961
Empyrean Eagle	466962
Ironroot Warlord	466963
Kaalia, Zenith Seeker	466964
Kethis, the Hidden Hand	466965
Kykar, Wind's Fury	466966
Lightning Stormkin	466967
Moldervine Reclamation	466968
Ogre Siegebreaker	466969
Omnath, Locus of the Roil	466970
Risen Reef	466971
Skyknight Vanguard	466972
Tomebound Lich	466973
Yarok, the Desecrated	466974
Bag of Holding	466976
Colossus Hammer	466977
Diamond Knight	466978
Diviner's Lockbox	466979
Golos, Tireless Pilgrim	466980
Icon of Ancestry	466983
Manifold Key	466984
Mystic Forge	466987
Pattern Matcher	466988
Retributive Wand	466990
Salvager of Ruin	466991
Cryptic Caves	466998
Field of the Dead	467001
Lotus Field	467003
Rienne, Angel of Rebirth	470528
Ajani, Inspiring Leader	469835
Goldmane Griffin	469836
Savannah Sage	469837
Twinblade Paladin	469838
Mu Yanling, Celestial Wind	469839
Celestial Messenger	469840
Waterkin Shaman	469841
Yanling's Harbinger	469842
Sorin, Vampire Lord	469843
Savage Gorger	469844
Sorin's Guide	469845
Thirsting Bloodlord	469846
Chandra, Flame's Fury	469847
Chandra's Flame Wave	469848
Pyroclastic Elemental	469849
Wildfire Elemental	469850
Vivien, Nature's Avenger	469851
Ethereal Elk	469852
Gnarlback Rhino	469853
Vivien's Crocodile	469854
Imperial Outrider	469860
Dark Remedy	469874
Engulfing Eruption	469881
Nimble Birdsticker	469886
Woodland Mystic	469897
Alpine Watchdog	485325
Angelic Ascension	485326
Anointed Chorister	485327
Aven Gagglemaster	485328
Basri Ket	485330
Basri's Acolyte	485331
Basri's Lieutenant	485332
Basri's Solidarity	485333
Celestial Enforcer	485334
Daybreak Charger	485337
Falconer Adept	485341
Gale Swooper	485343
Griffin Aerie	485345
Idol of Endurance	485346
Light of Promise	485348
Mangara, the Diplomat	485350
Nine Lives	485351
Pack Leader	485352
Rambunctious Mutt	485353
Sanctum of Tranquil Light	485356
Seasoned Hallowblade	485357
Secure the Scene	485358
Selfless Savior	485359
Siege Striker	485360
Speaker of the Heavens	485361
Staunch Shieldmate	485362
Swift Response	485363
Tempered Veteran	485364
Valorous Steed	485365
Warded Battlements	485367
Barrin, Tolarian Archmage	485368
Discontinuity	485371
Enthralling Hold	485372
Frantic Inventory	485373
Ghostly Pilferer	485375
Keen Glidemaster	485377
Library Larcenist	485378
Lofty Denial	485379
Miscast	485380
Mistral Singer	485381
Pursued Whale	485383
Read the Tides	485385
Roaming Ghostlight	485388
Rookie Mistake	485389
Rousing Read	485390
Sanctum of Calm Waters	485391
See the Truth	485392
Shacklegeist	485393
Shipwreck Dowser	485394
Spined Megalodon	485395
Stormwing Entity	485396
Sublime Epiphany	485397
Teferi, Master of Time	485398
Teferi's Ageless Insight	485399
Teferi's Protege	485400
Teferi's Tutelage	485401
Tide Skimmer	485402
Tolarian Kraken	485403
Tome Anima	485404
Waker of Waves	485407
Alchemist's Gift	485410
Archfiend's Vessel	485411
Bad Deal	485412
Blood Glutton	485413
Caged Zombie	485414
Carrion Grub	485415
Crypt Lurker	485416
Demonic Embrace	485418
Eliminate	485420
Finishing Blow	485422
Gloom Sower	485423
Goremand	485424
Hooded Blightfang	485427
Kaervek, the Spiteful	485429
Liliana, Waker of the Dead	485431
Liliana's Devotee	485432
Liliana's Standard Bearer	485433
Liliana's Steward	485434
Malefic Scythe	485435
Masked Blackguard	485436
Necromentia	485439
Peer into the Abyss	485440
Pestilent Haze	485441
Rise Again	485442
Sanctum of Stone Fangs	485443
Sanguine Indulgence	485444
Silversmote Ghoul	485445
Thieves' Guild Enforcer	485448
Village Rites	485449
Vito, Thorn of the Dusk Rose	485450
Witch's Cauldron	485452
Bolt Hound	485454
Bone Pit Brute	485455
Brash Taunter	485456
Chandra, Heart of Fire	485458
Chandra's Incinerator	485459
Chandra's Magmutt	485460
Chandra's Pyreling	485461
Conspicuous Snoop	485462
Double Vision	485465
Fiery Emancipation	485466
Gadrak, the Crown-Scourge	485469
Goblin Wizardry	485471
Havoc Jester	485472
Heartfire Immolator	485473
Hellkite Punisher	485474
Hobblefiend	485475
Igneous Cur	485476
Kinetic Augur	485477
Sanctum of Shattered Heights	485480
Soul Sear	485483
Subira, Tulzidi Caravanner	485485
Terror of the Peaks	485487
Traitorous Greed	485489
Transmogrify	485490
Unleash Fury	485493
Volcanic Salvo	485495
Burlfist Oak	485497
Canopy Stalker	485498
Drowsing Tyrannodon	485501
Elder Gargaroth	485502
Feline Sovereign	485503
Fungal Rebirth	485505
Garruk, Unleashed	485506
Garruk's Gorehorn	485507
Garruk's Harbinger	485508
Garruk's Uprising	485509
Gnarled Sage	485510
Hunter's Edge	485512
Invigorating Surge	485513
Jolrael, Mwonvuli Recluse	485514
Llanowar Visionary	485516
Ornery Dilophosaur	485517
Pridemalkin	485519
Primal Might	485520
Run Afoul	485524
Sabertooth Mauler	485525
Sanctum of Fruitful Harvest	485526
Skyway Sniper	485529
Sporeweb Weaver	485531
Track Down	485534
Trufflesnout	485535
Warden of the Woods	485536
Wildwood Scourge	485537
Alpine Houndmaster	485538
Conclave Mentor	485539
Dire Fleet Warmonger	485540
Experimental Overload	485541
Indulging Patrician	485542
Leafkin Avenger	485543
Niambi, Esteemed Speaker	485545
Obsessive Stitcher	485546
Radha, Heart of Keld	485547
Sanctum of All	485548
Twinblade Assassins	485549
Watcher of the Spheres	485550
Chromatic Orrery	485551
Chrome Replicator	485552
Forgotten Sentinel	485554
Mazemind Tome	485555
Sparkhunter Masticore	485563
Animal Sanctuary	485565
Teferi, Master of Time	489165
Teferi, Master of Time	489166
Teferi, Master of Time	489167
Rin and Seri, Inseparable	489663
Basri Ket	488174
Teferi, Master of Time	488175
Liliana, Waker of the Dead	488176
Chandra, Heart of Fire	488177
Garruk, Unleashed	488178
Basri Ket	488902
Basri's Acolyte	488903
Basri's Lieutenant	488904
Basri's Solidarity	488905
Teferi, Master of Time	488906
Teferi, Master of Time	488907
Teferi, Master of Time	488908
Teferi, Master of Time	488909
Teferi's Ageless Insight	488910
Teferi's Protege	488911
Teferi's Tutelage	488912
Liliana, Waker of the Dead	488913
Liliana's Devotee	488914
Liliana's Standard Bearer	488915
Liliana's Steward	488916
Chandra, Heart of Fire	488917
Chandra's Incinerator	488918
Chandra's Magmutt	488919
Chandra's Pyreling	488920
Garruk, Unleashed	488921
Garruk's Gorehorn	488922
Garruk's Harbinger	488923
Garruk's Uprising	488924
Basri, Devoted Paladin	488626
Adherent of Hope	488627
Basri's Aegis	488628
Sigiled Contender	488629
Teferi, Timeless Voyager	488630
Historian of Zhalfir	488631
Mystic Skyfish	488632
Teferi's Wavecaster	488633
Liliana, Death Mage	488634
Liliana's Scorn	488635
Liliana's Scrounger	488636
Spirit of Malevolence	488637
Chandra, Flame's Catalyst	488638
Chandra's Firemaw	488639
Keral Keep Disciples	488640
Storm Caller	488641
Garruk, Savage Herald	488642
Garruk's Warsteed	488643
Predatory Wurm	488644
Wildwood Patrol	488645
Idol of Endurance	488241
Mangara, the Diplomat	488242
Nine Lives	488243
Pack Leader	488244
Speaker of the Heavens	488246
Barrin, Tolarian Archmage	488247
Discontinuity	488248
Ghostly Pilferer	488249
Pursued Whale	488250
See the Truth	488251
Shacklegeist	488252
Stormwing Entity	488253
Sublime Epiphany	488254
Demonic Embrace	488255
Hooded Blightfang	488256
Kaervek, the Spiteful	488257
Necromentia	488258
Peer into the Abyss	488259
Thieves' Guild Enforcer	488260
Vito, Thorn of the Dusk Rose	488261
Brash Taunter	488262
Conspicuous Snoop	488263
Double Vision	488264
Fiery Emancipation	488265
Gadrak, the Crown-Scourge	488266
Subira, Tulzidi Caravanner	488267
Terror of the Peaks	488268
Transmogrify	488269
Volcanic Salvo	488270
Elder Gargaroth	488272
Feline Sovereign	488273
Jolrael, Mwonvuli Recluse	488275
Primal Might	488276
Sporeweb Weaver	488277
Niambi, Esteemed Speaker	488278
Radha, Heart of Keld	488279
Sanctum of All	488280
Chromatic Orrery	488281
Mazemind Tome	488282
Sparkhunter Masticore	488283
Animal Sanctuary	488284
Pack Leader	
Selfless Savior	
Frantic Inventory	
Eliminate	
Heartfire Immolator	
Llanowar Visionary	
Accorder Paladin	213818
Ardent Recruit	213794
Banishment Decree	213792
Choking Fumes	213808
Frantic Salvage	213791
Gore Vassal	213798
Hero of Bladehold	214064
Kemba's Legion	214056
Leonin Relic-Warder	222860
Loxodon Partisan	213761
Master's Call	221554
Mirran Crusader	213802
Phyrexian Rebirth	214048
Priests of Norn	213814
Tine Shrike	213758
Victory's Herald	214030
White Sun's Zenith	221555
Blue Sun's Zenith	221556
Consecrated Sphinx	214063
Corrupted Conscience	214043
Cryptoplasm	214037
Distant Memories	213765
Fuel for the Cause	213736
Mirran Spy	213779
Mitotic Manipulation	214071
Neurok Commando	213754
Oculus	214036
Quicksilver Geyser	213762
Serum Raker	213780
Spire Serpent	213801
Steel Sabotage	213726
Treasure Mage	213753
Turn the Tide	213821
Vedalken Anatomist	222861
Vedalken Infuser	213750
Vivisection	213735
Black Sun's Zenith	214061
Caustic Hound	213789
Flensermite	213817
Flesh-Eater Imp	213759
Go for the Throat	213799
Gruesome Encore	214073
Horrifying Revelation	213723
Massacre Wurm	214044
Morbid Plunder	222863
Nested Ghoul	213816
Phyresis	213797
Phyrexian Crusader	213724
Phyrexian Vatmother	214074
Sangromancer	214062
Scourge Servant	213751
Septic Rats	213748
Spread the Sickness	221557
Virulent Wound	213777
Blisterstick Shaman	213793
Burn the Impure	213771
Concussive Bolt	213756
Crush	213806
Galvanoth	214053
Gnathosaur	213763
Goblin Wardriver	213782
Hellkite Igniter	214052
Hero of Oxid Ridge	214028
Into the Core	213788
Koth's Courier	213766
Kuldotha Flamefiend	213810
Kuldotha Ringleader	213787
Metallic Mastery	213812
Ogre Resister	213795
Rally the Forces	213767
Red Sun's Zenith	221558
Slagstorm	214054
Spiraling Duelist	222859
Blightwidow	213820
Creeping Corrosion	214029
Fangren Marauder	213732
Glissa's Courier	213783
Green Sun's Zenith	221559
Lead the Stampede	213739
Melira's Keepers	213796
Mirran Mettle	213819
Phyrexian Hydra	214060
Pistus Strike	213744
Plaguemaw Beast	213752
Praetor's Counsel	214034
Quilled Slagwurm	213755
Rot Wolf	213774
Tangle Mantis	222862
Thrun, the Last Troll	214050
Unnatural Predation	213778
Viridian Corrupter	213772
Viridian Emissary	213728
Glissa, the Traitor	214072
Tezzeret, Agent of Bolas	214065
Bladed Sentinel	214049
Blightsteel Colossus	221563
Bonehoard	214040
Brass Squire	213800
Copper Carapace	213805
Core Prowler	213822
Darksteel Plate	213749
Decimator Web	214055
Dross Ripper	214032
Flayer Husk	221560
Gust-Skimmer	213768
Hexplate Golem	213807
Ichor Wellspring	213737
Knowledge Pool	214035
Lumengrid Gargoyle	214059
Magnetic Mine	213740
Mirrorworks	214068
Mortarpod	213725
Myr Sire	213734
Myr Turbine	213757
Myr Welder	214067
Peace Strider	213781
Phyrexian Digester	213743
Phyrexian Juggernaut	214038
Phyrexian Revoker	220589
Pierce Strider	221561
Piston Sledge	213742
Plague Myr	213785
Psychosis Crawler	214047
Razorfield Rhino	213815
Rusted Slasher	213746
Shimmer Myr	214042
Shriekhorn	213786
Signal Pest	213773
Silverskin Armor	213738
Skinwing	221562
Sphere of the Suns	213776
Spin Engine	214069
Spine of Ish Sah	214076
Strandwalker	213790
Sword of Feast and Famine	214070
Tangle Hulk	214041
Thopter Assembly	214039
Titan Forge	213730
Training Drone	213764
Viridian Claw	213784
Contested War Zone	213775
Inkmoth Nexus	213731
Morophon, the Boundless	463950
Answered Prayers	463951
Astral Drift	463952
Enduring Sliver	463955
Ephemerate	463956
Face of Divinity	463957
First Sliver's Chosen	463958
Force of Virtue	463959
Generous Gift	463960
Giver of Runes	463962
Impostor of the Sixth Pride	463963
Irregular Cohort	463964
King of the Pride	463965
Knight of Old Benalia	463966
Lancer Sliver	463967
Martyr's Soul	463968
On Thin Ice	463969
Ranger-Captain of Eos	463970
Recruit the Worthy	463971
Reprobation	463972
Rhox Veteran	463973
Segovian Angel	463974
Serra the Benevolent	463975
Settle Beyond Reality	463976
Sisay, Weatherlight Captain	463978
Soul-Strike Technique	463979
Splicer's Skill	463980
Stirring Address	463981
Trustworthy Scout	463982
Valiant Changeling	463983
Vesperlark	463984
Wall of One Thousand Cuts	463985
Winds of Abandon	463986
Zhalfirin Decoy	463988
Archmage's Charm	463989
Bazaar Trademage	463990
Blizzard Strix	463991
Chillerpillar	463992
Cunning Evasion	463994
Echo of Eons	463995
Everdream	463996
Eyekite	463998
Faerie Seer	464000
Force of Negation	464001
Iceberg Cancrix	464003
Marit Lage's Slumber	464005
Mirrodin Besieged	464006
Mist-Syndicate Naga	464007
Moonblade Shinobi	464008
Oneirophage	464009
Phantasmal Form	464010
Phantom Ninja	464011
Pondering Mage	464012
Rain of Revelation	464014
Scour All Possibilities	464016
Scuttling Sliver	464017
Smoke Shroud	464018
Spell Snuff	464019
Stream of Thought	464020
String of Disappearances	464021
Tribute Mage	464022
Twisted Reflection	464023
Urza, Lord High Artificer	464024
Watcher for Tomorrow	464025
Windcaller Aven	464026
Winter's Rest	464027
Azra Smokeshaper	464028
Cabal Therapist	464029
Changeling Outcast	464031
Cordial Vampire	464032
Dead of Winter	464034
Defile	464035
Dregscape Sliver	464037
Endling	464038
Feaster of Fools	464039
First-Sphere Gargantua	464040
Force of Despair	464041
Gluttonous Slug	464042
Graveshifter	464043
Headless Specter	464044
Mind Rake	464045
Mob	464046
Ninja of the New Moon	464048
Plague Engineer	464049
Putrid Goblin	464050
Rank Officer	464051
Ransack the Lab	464052
Return from Extinction	464053
Sadistic Obsession	464054
Shatter Assumptions	464055
Silumgar Scavenger	464056
Sling-Gang Lieutenant	464057
Smiting Helix	464058
Throatseeker	464059
Umezawa's Charm	464060
Undead Augur	464061
Venomous Changeling	464063
Warteye Witch	464064
Yawgmoth, Thran Physician	464065
Alpine Guide	464066
Aria of Flame	464067
Bladeback Sliver	464068
Bogardan Dragonheart	464069
Cleaving Sliver	464070
Fists of Flame	464072
Force of Rage	464073
Geomancer's Gambit	464074
Goatnap	464075
Goblin Champion	464076
Goblin Engineer	464077
Goblin Oriflamme	464079
Goblin War Party	464080
Hollowhead Sliver	464081
Igneous Elemental	464082
Magmatic Sinkhole	464084
Orcish Hellraiser	464085
Ore-Scale Guardian	464086
Pashalik Mons	464087
Planebound Accomplice	464089
Pyrophobia	464090
Quakefoot Cyclops	464091
Ravenous Giant	464092
Seasoned Pyromancer	464094
Shenanigans	464095
Spinehorn Minotaur	464096
Spiteful Sliver	464097
Tectonic Reformation	464098
Throes of Chaos	464099
Vengeful Devil	464101
Viashino Sandsprinter	464102
Volatile Claws	464103
Ayula, Queen Among Bears	464104
Ayula's Influence	464105
Bellowing Elk	464106
Collector Ouphe	464107
Conifer Wurm	464108
Crashing Footfalls	464109
Deep Forest Hermit	464110
Excavating Anurid	464112
Force of Vigor	464113
Frostwalla	464114
Glacial Revelation	464116
Hexdrinker	464117
Llanowar Tribe	464119
Mother Bear	464120
Murasa Behemoth	464121
Rime Tender	464125
Saddled Rimestag	464126
Savage Swipe	464127
Scale Up	464128
Springbloom Druid	464130
Tempered Sliver	464132
Thornado	464133
Treefolk Umbra	464134
Treetop Ambusher	464135
Trumpeting Herd	464136
Twin-Silk Spider	464137
Unbound Flourishing	464138
Weather the Storm	464140
Webweaver Changeling	464141
Winding Way	464142
Abominable Treefolk	464143
Cloudshredder Sliver	464144
Collected Conjuring	464145
Etchings of the Chosen	464147
Fallen Shinobi	464148
The First Sliver	464149
Good-Fortune Unicorn	464150
Hogaak, Arisen Necropolis	464151
Ice-Fang Coatl	464152
Ingenious Infiltrator	464153
Kaya's Guile	464154
Lavabelly Sliver	464156
Lightning Skelemental	464157
Munitions Expert	464158
Nature's Chant	464159
Reap the Past	464160
Rotwidow Pack	464161
Ruination Rioter	464162
Soulherder	464163
Thundering Djinn	464164
Unsettled Mariner	464165
Wrenn and Six	464166
Amorphous Axe	464168
Arcum's Astrolabe	464169
Birthing Boughs	464170
Farmstead Gleaner	464171
Fountain of Ichor	464172
Icehide Golem	464173
Lesser Masticore	464174
Mox Tantalite	464175
Scrapyard Recombiner	464176
Sword of Sinew and Steel	464177
Sword of Truth and Justice	464178
Talisman of Conviction	464179
Talisman of Creativity	464180
Talisman of Curiosity	464181
Talisman of Hierarchy	464182
Talisman of Resilience	464183
Universal Automaton	464184
Cave of Temptation	464186
Fiery Islet	464187
Frostwalk Bastion	464189
Hall of Heliod's Generosity	464190
Nurturing Peatland	464192
Prismatic Vista	464193
Silent Clearing	464195
Sunbaked Canyon	464196
Waterlogged Grove	464198
Celestial Dawn	3481
Pacifism	3507
Sacred Mesa	3512
Sunweb	3517
Zhalfirin Commander	3524
Daring Apprentice	3331
Dissipate	3332
Mind Bend	3348
Polymorph	3353
Enfeeblement	3290
Shadow Guildmage	3309
Stupor	3316
Goblin Elite Infantry	3448
Hammer of Bogardan	3452
Spitting Earth	3464
Volcanic Dragon	3472
Volcanic Geyser	3473
Wildfire Emissary	3474
Early Harvest	3382
Femeref Archers	3384
Foratog	3386
Giant Mantis	3387
Maro	3397
Rampant Growth	3404
Stalking Tiger	3412
Wall of Roots	3422
Savage Twister	3551
Grinning Totem	3251
Patagia Golem	3261
Phyrexian Vault	3264
Arrest	19789
Ballista Squad	19781
Cho-Manno, Revolutionary	20411
Crossbow Infantry	19540
Ivory Mask	19656
Last Breath	136513
Noble Purpose	19786
Steadfast Guard	19780
Story Circle	20173
Bribery	21300
Cloud Sprite	19563
Coastal Piracy	19805
Cowardice	19683
Dehydration	19577
Tidal Kraken	19674
Trade Routes	19675
Conspiracy	19702
Deathgazer	19820
Deepwood Ghoul	19587
Highway Robber	19585
Larceny	19825
Midnight Ritual	19707
Nether Spirit	19693
Primeval Shambler	19824
Sever Soul	19591
Undertaker	21306
Vendetta	19589
Arms Dealer	19861
Battle Rampart	19607
Cinder Elemental	19608
Rock Badger	19840
Shock Troops	19609
Sizzle	19611
Squee, Goblin Nabob	19716
Thieves' Auction	19722
Two-Headed Dragon	19711
Collective Unconscious	19739
Groundskeeper	19863
Horned Troll	19630
Hunted Wumpus	19857
Natural Affinity	19875
Revive	19641
Rushwood Dryad	19627
Vine Trellis	19624
Distorting Lens	19758
Magistrate's Scepter	19748
Ballyrush Banneret	152623
Battletide Alchemist	153451
Burrenton Bombardier	152694
Burrenton Shield-Bearers	152668
Cenn's Tactician	152878
Changeling Sentinel	143230
Coordinated Barrage	153151
Daily Regimen	152838
Feudkiller's Verdict	152649
Forfend	157431
Graceful Reprieve	153138
Idyllic Tutor	152938
Indomitable Ancients	152967
Kinsbaile Borderguard	152977
Kinsbaile Cavalier	153279
Kithkin Zephyrnaut	152858
Meadowboon	157432
Mosquito Guard	152585
Order of the Golden Cricket	153463
Preeminent Captain	152595
Redeem the Lost	152616
Reveillark	152716
Shinewend	152659
Stonehewer Giant	152588
Stonybrook Schoolmaster	153166
Swell of Courage	152729
Wandering Graybeard	152672
Weight of Conscience	152737
Declaration of Naught	153169
Dewdrop Spy	152828
Disperse	152727
Distant Melody	153133
Fencer Clique	157424
Floodchaser	152830
Grimoire Thief	152870
Ink Dissolver	152736
Inspired Sprite	152826
Knowledge Exploitation	152664
Latchkey Faerie	153122
Merrow Witsniper	152699
Mind Spring	152628
Mothdust Changeling	143333
Negate	152570
Nevermaker	152934
Notorious Throng	152579
Research the Deep	152618
Sage of Fables	152871
Sage's Dousing	152988
Sigil Tracer	152590
Slithermuse	157428
Stonybrook Banneret	152652
Stream of Unconsciousness	152720
Supreme Exemplar	152533
Thieves' Fortune	152815
Vendilion Clique	152549
Waterspout Weavers	152656
Auntie's Snitch	153280
Bitterblossom	152648
Blightsoil Druid	152705
Earwig Squad	153135
Fendeep Summoner	152607
Festercreep	152944
Final-Sting Faerie	152641
Frogtosser Banneret	152587
Maralen of the Mornsong	152546
Mind Shatter	157422
Moonglove Changeling	143218
Morsel Theft	152903
Nightshade Schemers	153001
Noggin Whack	152844
Offalsnout	152571
Oona's Blackguard	153099
Pack's Disdain	153165
Prickly Boggart	152718
Pulling Teeth	152667
Revive the Fallen	152836
Scarblade Elite	153278
Squeaking Pie Grubfellows	152847
Stenchskipper	153126
Stinkdrinker Bandit	152917
Violet Pall	157426
Warren Weirding	152732
Weed-Pruner Poplar	152741
Weirding Shaman	153011
Boldwyr Heavyweights	153137
Borderland Behemoth	153102
Brighthearth Banneret	152651
Countryside Crusher	152980
Fire Juggler	152534
Hostile Realm	152555
Kindled Fury	152563
Lightning Crafter	152893
Lunk Errant	152581
Mudbutton Clanger	152876
Pyroclast Consul	153007
Rage Forger	153104
Release the Ants	152619
Rivals' Duel	152586
Roar of the Crowd	153158
Seething Pathblazer	153101
Sensation Gorger	152539
Shard Volley	152837
Shared Animosity	157433
Spitebellows	152887
Stingmoggie	152704
Stomping Slabs	157421
Sunflare Shaman	153155
Taurean Mauler	153452
Titan's Revenge	152552
Vengeful Firebrand	153153
War-Spike Changeling	143199
Ambassador Oak	152998
Bosk Banneret	152557
Bramblewood Paragon	153139
Chameleon Colossus	153450
Cream of the Crop	157423
Deglamer	154160
Earthbrawn	152710
Everbark Shaman	152968
Fertilid	152926
Game-Trail Changeling	143253
Gilt-Leaf Archdruid	153453
Greatbow Doyen	153163
Heritage Druid	152556
Hunting Triad	152963
Leaf-Crowned Elder	152682
Luminescent Rain	153147
Lys Alana Bowmaster	153462
Orchard Warden	152991
Reach of Branches	154162
Recross the Paths	152874
Reins of the Vinesteed	152625
Rhys the Exiled	152643
Scapeshift	146593
Unstoppable Ash	152937
Walker of the Grove	152553
Winnower Patrol	152669
Wolf-Skull Shaman	152728
Cloak and Dagger	152604
Diviner's Wand	154163
Door of Destinies	152526
Obsidian Battle-Axe	154164
Thornbite Staff	152904
Veteran's Armaments	153012
Murmuring Bosk	153467
Mutavault	152724
Primal Beyond	153464
Rustic Clachan	153460
Altar's Light	48383
Auriok Bladewarden	48433
Auriok Steelshaper	46081
Auriok Transfixer	45963
Awe Strike	48074
Blinding Beam	48099
Leonin Abunas	46550
Leonin Den-Guard	45958
Leonin Elder	46072
Leonin Skyhunter	45960
Loxodon Mender	46071
Loxodon Peacekeeper	48180
Loxodon Punisher	46105
Luminous Angel	46546
Raise the Alarm	48103
Razor Barrier	47935
Roar of the Kha	48092
Rule of Law	48112
Second Sunrise	49009
Skyhunter Cub	48046
Skyhunter Patrol	48431
Slith Ascendant	46069
Solar Tide	48437
Soul Nova	48101
Sphere of Purity	45968
Taj-Nar Swordsmith	46079
Tempest of Light	46075
Assert Authority	49062
Broodstar	46556
Disarm	46084
Domineer	48571
Dream's Grip	48159
Fabricate	48568
Fatespinner	45970
Inertia Bubble	49443
Looming Hoverguard	48114
Lumengrid Augur	47791
Lumengrid Sentinel	45972
Lumengrid Warden	48438
March of the Machines	46699
Neurok Familiar	46082
Neurok Spy	45974
Override	46089
Psychic Membrane	48167
Quicksilver Elemental	46559
Regress	49061
Shared Fate	49764
Slith Strider	46080
Somber Hoverguard	45973
Temporal Cascade	49055
Thirst for Knowledge	45978
Thoughtcast	46085
Vedalken Archmage	46557
Wanderguard Sentry	48439
Barter in Blood	48591
Betrayal of Flesh	48588
Chimney Imp	45985
Consume Spirit	45987
Contaminated Bond	49444
Disciple of the Vault	49090
Dross Harvester	50537
Dross Prowler	48570
Flayed Nim	46094
Grim Reminder	49081
Irradiate	48585
Moriok Scavenger	45965
Necrogen Mists	48589
Nim Devourer	46090
Nim Lasher	12394
Nim Shambler	48126
Nim Shrieker	48584
Promise of Power	48096
Reiver Demon	48427
Relic Bane	48329
Slith Bloodletter	46091
Spoils of the Vault	46572
Vermiculos	47936
Wail of the Nim	48105
Wall of Blood	48184
Woebearer	46074
Wrench Mind	45990
Arc-Slogger	48436
Confusion in the Ranks	49528
Electrostatic Bolt	49101
Fiery Gambit	48073
Fists of the Anvil	48377
Forge Armor	46577
Fractured Loyalty	48390
Goblin Striker	48592
Grab the Reins	49435
Incite War	48138
Krark-Clan Grunt	45992
Krark-Clan Shaman	45994
Mass Hysteria	48191
Megatog	46579
Molten Rain	46000
Ogre Leadfoot	45993
Rustmouth Ogre	46118
Seething Song	34945
Shrapnel Blast	49835
Slith Firewalker	46102
Spikeshot Goblin	46103
Trash for Treasure	48586
Vulshok Battlemaster	48125
Vulshok Berserker	5585
War Elemental	43614
Battlegrowth	48116
Bloodscent	48597
Copperhoof Vorrac	48603
Deconstruct	49060
Fangren Hunter	46115
Glissa Sunseeker	48386
Groffskithur	48600
Hum of the Radix	48082
Journey of Discovery	49437
Living Hive	46694
Molder Slug	48083
One Dozen Eyes	48385
Plated Slagwurm	47781
Predator's Strike	48595
Slith Predator	46113
Sylvan Scrying	49529
Tel-Jilad Archers	46004
Tel-Jilad Chosen	46003
Tel-Jilad Exile	49436
Tooth and Nail	48122
Troll Ascetic	49828
Trolls of Tel-Jilad	46117
Turn to Dust	48594
Viridian Joiner	46114
Viridian Shaman	46119
Wurmskin Forger	48599
Aether Spellbomb	48113
Alpha Myr	49045
Altar of Shadows	48156
Banshee's Blade	48194
Blinkmoth Urn	46714
Bonesplitter	47442
Bosh, Iron Golem	48581
Chalice of the Void	48326
Chrome Mox	47446
Clockwork Beetle	48119
Clockwork Condor	46124
